dataset,sample_id,clean_text,noisy_text,label,noise_type,severity,word_count,token_count,sigma_prime,alpha,oov_rate,clean_pred,noisy_pred,clean_score,noisy_score,delta_p,failure_label,clean_raw_output,noisy_raw_output
squad,124,The Rhine redistributes into the Ijssel and what other body?,T he Rh ine redistributes into t he Ijssel and what other b ody?,"[""Nederrijn"", ""Nederrijn"", ""Nederrijn""]",intra_word_whitespace,0.3,14,22,1.5714285714285714,0.3636363636363636,0.0909090909090909,The Nederrijn,The Nederrijn,1.0,1.0,0.0,0,The Nederrijn.,The Nederrijn.
squad,124,The Rhine redistributes into the Ijssel and what other body?,THe RhinE redistributes into the Ijssel and whaT other body?,"[""Nederrijn"", ""Nederrijn"", ""Nederrijn""]",random_case_flip,0.05,10,21,2.1,0.3333333333333333,0.1904761904761904,The Nederrijn,The Nederrijn,1.0,1.0,0.0,0,The Nederrijn.,The Nederrijn.
squad,124,The Rhine redistributes into the Ijssel and what other body?,THe RhiNE RedistRIbUtes into the Ijssel And whaT other body?,"[""Nederrijn"", ""Nederrijn"", ""Nederrijn""]",random_case_flip,0.15,10,24,2.4,0.375,0.375,The Nederrijn,unknown,1.0,0.0,1.0,1,The Nederrijn.,"The Nederrijn also redistributes into the Ijssel and Nederrijn. (Note: The passage states that ""approximately two ninths of the flow"" goes to the Nederrijn, but the question asks for ""what other body,"" so I assume the question is asking for a"
squad,124,The Rhine redistributes into the Ijssel and what other body?,THE RhINE RedisTRIbUtes into thE IjssEl And WhaT othEr bOdY?,"[""Nederrijn"", ""Nederrijn"", ""Nederrijn""]",random_case_flip,0.3,10,29,2.9,0.4827586206896552,0.4827586206896552,The Nederrijn,The IJssel and Nederrijn receive one third of the Rhine's water flow,1.0,0.1818181818181818,0.8181818181818181,1,The Nederrijn.,The IJssel and Nederrijn receive one third of the Rhine's water flow.
squad,125,How far from the Yard is the Quad located?,Hpw far fdom the Yard is the Quad located?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",keyboard_proximity,0.05,9,14,1.5555555555555556,0.2857142857142857,0.0714285714285714,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard.
squad,125,How far from the Yard is the Quad located?,Hiw far ftlm the Yard is the Qyad loxates?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",keyboard_proximity,0.15,9,18,2.0,0.4444444444444444,0.2777777777777778,Half a mile northwest of the Yard,Half a mile northwest,1.0,0.8,0.1999999999999999,0,Half a mile northwest of the Yard.,Half a mile northwest.
squad,125,How far from the Yard is the Quad located?,His cqr ffim the Yard ox thd Qyad lodayee?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",keyboard_proximity,0.3,9,20,2.2222222222222223,0.5,0.4,Half a mile northwest of the Yard,The other three residential houses are at the Quad,1.0,0.0,1.0,1,Half a mile northwest of the Yard.,The other three residential houses are at the Quad.
squad,125,How far from the Yard is the Quad located?,H0w far from 7he Yard is the Quad located?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",homoglyph,0.05,9,16,1.7777777777777777,0.375,0.0625,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard.
squad,125,How far from the Yard is the Quad located?,H0w far from 7h3 Yard is the Quad 1oc@t3d?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",homoglyph,0.15,9,23,2.555555555555556,0.5652173913043478,0.1304347826086956,Half a mile northwest of the Yard,Half a mile northwest,1.0,0.8,0.1999999999999999,0,Half a mile northwest of the Yard.,Half a mile northwest.
squad,125,How far from the Yard is the Quad located?,H0w f@r fr0m 7h3 Yard 1s 7he Qu@d 10c@73d?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",homoglyph,0.3,9,33,3.6666666666666665,0.7575757575757576,0.2727272727272727,Half a mile northwest of the Yard,Half a mile northwest,1.0,0.8,0.1999999999999999,0,Half a mile northwest of the Yard.,Half a mile northwest.
squad,125,How far from the Yard is the Quad located?,Hoow far frrom the Yard is the Quad located?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",char_repetition,0.05,9,14,1.5555555555555556,0.1428571428571428,0.1428571428571428,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard
squad,125,How far from the Yard is the Quad located?,Hoow far frroom the Yard is the Quuad loccatedd?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",char_repetition,0.15,9,18,2.0,0.2777777777777778,0.2777777777777778,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard.
squad,125,How far from the Yard is the Quad located?,Hooww ffaar frroom the Yard iiss thee Quuad loccattedd?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",char_repetition,0.3,9,23,2.555555555555556,0.391304347826087,0.3478260869565217,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard.
squad,125,How far from the Yard is the Quad located?,Hw far fom the Yard is the Quad located?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",char_deletion,0.05,9,14,1.5555555555555556,0.3571428571428571,0.0714285714285714,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard
squad,125,How far from the Yard is the Quad located?,Hw far fm the Yard is the Qad loate?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",char_deletion,0.15,9,15,1.6666666666666667,0.4666666666666667,0.2,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard.
squad,125,How far from the Yard is the Quad located?,H r fm the Yard  th Qad loae?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",char_deletion,0.3,8,14,1.75,0.5,0.3571428571428571,Half a mile northwest of the Yard,The other three residential houses are located at the Quad,1.0,0.0,1.0,1,Half a mile northwest of the Yard.,The other three residential houses are located at the Quad.
squad,125,How far from the Yard is the Quad located?,How f ar from the Yard is the Quad located?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",intra_word_whitespace,0.05,10,13,1.3,0.2307692307692307,0.0,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard.
squad,125,How far from the Yard is the Quad located?,How f ar from the Yard is the Quad located?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",intra_word_whitespace,0.15,10,13,1.3,0.2307692307692307,0.0,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard.
squad,125,How far from the Yard is the Quad located?,H ow fa r from the Yard i s the Quad located?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",intra_word_whitespace,0.3,12,16,1.3333333333333333,0.5,0.1875,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard.
squad,125,How far from the Yard is the Quad located?,HOw far fRom the Yard is the Quad located?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",random_case_flip,0.05,9,14,1.5555555555555556,0.2857142857142857,0.1428571428571428,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard
squad,125,How far from the Yard is the Quad located?,HOw far fROm the Yard is the QUad loCateD?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",random_case_flip,0.15,9,19,2.111111111111111,0.4736842105263157,0.3157894736842105,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard.
squad,125,How far from the Yard is the Quad located?,HOW FAr fROm the Yard IS thE QUad loCaTeD?,"[""half a mile northwest of the Yard"", ""half a mile"", ""half a mile""]",random_case_flip,0.3,9,22,2.4444444444444446,0.5454545454545454,0.5,Half a mile northwest of the Yard,Half a mile northwest of the Yard,1.0,1.0,0.0,0,Half a mile northwest of the Yard.,Half a mile northwest of the Yard.
squad,126,What was Ban Ki-Moon the Secretary General of?,Wyat was Han Ki-Moon the Secretary General of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",keyboard_proximity,0.05,8,13,1.625,0.2307692307692307,0.1538461538461538,United Nations,United Nations,1.0,1.0,0.0,0,United Nations,United Nations
squad,126,What was Ban Ki-Moon the Secretary General of?,Wbat was Vqn Ki-Molb tbe Secrwtary General of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",keyboard_proximity,0.15,8,20,2.5,0.5,0.35,United Nations,The Secretary General of the United Nations was Ban Ki-Moon,1.0,0.4,0.6,1,United Nations,The Secretary General of the United Nations was Ban Ki-Moon.
squad,126,What was Ban Ki-Moon the Secretary General of?,Wgsg was Vqn Ki-Mpph tgw Sedrrtary Gemerap of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",keyboard_proximity,0.3,8,24,3.0,0.5416666666666666,0.25,United Nations,The Secretary General of the United Nations was Ban Ki-Moon,1.0,0.4,0.6,1,United Nations,The Secretary General of the United Nations was Ban Ki-Moon.
squad,126,What was Ban Ki-Moon the Secretary General of?,What wa5 Ban Ki-Moon the Secretary Genera1 of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",homoglyph,0.05,8,15,1.875,0.4,0.1333333333333333,United Nations,The Secretary General of the United Nations,1.0,0.5714285714285715,0.4285714285714285,1,United Nations,The Secretary General of the United Nations.
squad,126,What was Ban Ki-Moon the Secretary General of?,Wh@t wa5 6an Ki-M00n the Secretary G3nera1 of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",homoglyph,0.15,8,23,2.875,0.6086956521739131,0.1304347826086956,United Nations,The Secretary General of the United Nations was Ban Ki-Moon,1.0,0.4,0.6,1,United Nations,The Secretary General of the United Nations was Ban Ki-Moon.
squad,126,What was Ban Ki-Moon the Secretary General of?,Wh@7 wa5 6an K1-M00n th3 5ecr37ary G3n3ra1 of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",homoglyph,0.3,8,32,4.0,0.6875,0.15625,United Nations,unknown,1.0,0.0,1.0,1,United Nations,"The Secretary General of the United Nations, Ban Ki-Moon, stated that ""economic growth is necessary, but not sufficient for progress on reducing poverty."""
squad,126,What was Ban Ki-Moon the Secretary General of?,Whhat was BBan Ki-Moon the Secretary General of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",char_repetition,0.05,8,14,1.75,0.2142857142857142,0.1428571428571428,United Nations,United Nations,1.0,1.0,0.0,0,United Nations,United Nations
squad,126,What was Ban Ki-Moon the Secretary General of?,Whhat was BBaan Ki-Mooonn thhe Secreetary General of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",char_repetition,0.15,8,20,2.5,0.25,0.35,United Nations,The Secretary General of the United Nations was Ban Ki-Moon,1.0,0.4,0.6,1,United Nations,The Secretary General of the United Nations was Ban Ki-Moon.
squad,126,What was Ban Ki-Moon the Secretary General of?,Whhaatt was BBaan Ki-Moooonn thhee Seccreetary Gennerall of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",char_repetition,0.3,8,25,3.125,0.24,0.44,United Nations,United Nations,1.0,1.0,0.0,0,United Nations,United Nations
squad,126,What was Ban Ki-Moon the Secretary General of?,Wat was an Ki-Moon the Secretary General of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",char_deletion,0.05,8,12,1.5,0.25,0.0833333333333333,United Nations,The Secretary General of the United Nations,1.0,0.5714285714285715,0.4285714285714285,1,United Nations,The Secretary General of the United Nations.
squad,126,What was Ban Ki-Moon the Secretary General of?,Wat was n Ki-Mo te Secrtary General of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",char_deletion,0.15,8,13,1.625,0.2307692307692307,0.3846153846153846,United Nations,The Secretary General of the United Nations was Ban Ki-Moon,1.0,0.4,0.6,1,United Nations,The Secretary General of the United Nations was Ban Ki-Moon.
squad,126,What was Ban Ki-Moon the Secretary General of?,W was n Ki-M t Sertary Geera of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",char_deletion,0.3,8,14,1.75,0.5,0.2857142857142857,United Nations,The Secretary General of the United Nations was Ban Ki-Moon,1.0,0.4,0.6,1,United Nations,The Secretary General of the United Nations was Ban Ki-Moon.
squad,126,What was Ban Ki-Moon the Secretary General of?,What w as Ban Ki-Moon the Secretary General of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",intra_word_whitespace,0.05,9,13,1.4444444444444444,0.3076923076923077,0.0769230769230769,United Nations,The Secretary General of the United Nations,1.0,0.5714285714285715,0.4285714285714285,1,United Nations,The Secretary General of the United Nations.
squad,126,What was Ban Ki-Moon the Secretary General of?,What w as Ban Ki-Moon the Secretary General of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",intra_word_whitespace,0.15,9,13,1.4444444444444444,0.3076923076923077,0.0769230769230769,United Nations,The Secretary General of the United Nations,1.0,0.5714285714285715,0.4285714285714285,1,United Nations,The Secretary General of the United Nations.
squad,126,What was Ban Ki-Moon the Secretary General of?,W hat wa s Ban Ki-Moon the Secr etary General of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",intra_word_whitespace,0.3,11,17,1.5454545454545454,0.3529411764705882,0.2352941176470588,United Nations,The Secretary General of the United Nations,1.0,0.5714285714285715,0.4285714285714285,1,United Nations,The Secretary General of the United Nations.
squad,126,What was Ban Ki-Moon the Secretary General of?,WHat was ban Ki-Moon the Secretary General of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",random_case_flip,0.05,8,13,1.625,0.2307692307692307,0.0769230769230769,United Nations,United Nations,1.0,1.0,0.0,0,United Nations,United Nations
squad,126,What was Ban Ki-Moon the Secretary General of?,WHat was bAn Ki-MoON tHe SecrEtary General of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",random_case_flip,0.15,8,19,2.375,0.3684210526315789,0.4210526315789473,United Nations,The Secretary General of the United Nations,1.0,0.5714285714285715,0.4285714285714285,1,United Nations,The Secretary General of the United Nations
squad,126,What was Ban Ki-Moon the Secretary General of?,WHAT was bAn Ki-MOON tHE SeCrEtary GeNeraL of?,"[""the United Nations"", ""United Nations"", ""United Nations""]",random_case_flip,0.3,8,22,2.75,0.3636363636363636,0.5454545454545454,United Nations,The Secretary General of the United Nations,1.0,0.5714285714285715,0.4285714285714285,1,United Nations,The Secretary General of the United Nations.
squad,129,What is the largest ctenophore?,Whaf is the largest cteniphore?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",keyboard_proximity,0.05,5,10,2.0,0.2,0.2,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,Ehay is thw largest ctenpphire?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",keyboard_proximity,0.15,5,12,2.4,0.4166666666666667,0.25,"Cestum veneris, up to 1.5 meters long",Cestum veneris is the largest ctenophore,0.7142857142857143,0.5714285714285715,0.1428571428571428,0,"Cestum veneris, up to 1.5 meters long.",Cestum veneris is the largest ctenophore.
squad,129,What is the largest ctenophore?,Qhag os tgw largest cyeniohoee?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",keyboard_proximity,0.3,5,14,2.8,0.4285714285714285,0.4285714285714285,"Cestum veneris, up to 1.5 meters long",Cestum veneris,0.7142857142857143,1.0,-0.2857142857142857,0,"Cestum veneris, up to 1.5 meters long.",Cestum veneris
squad,129,What is the largest ctenophore?,Wh@t i5 the largest ctenophore?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",homoglyph,0.05,5,12,2.4,0.5,0.1666666666666666,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,Wh@t i5 7he larges7 ctenophor3?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",homoglyph,0.15,5,17,3.4,0.5294117647058824,0.2941176470588235,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,Wh@7 15 7he lar9es7 c7enophor3?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",homoglyph,0.3,5,21,4.2,0.5714285714285714,0.1428571428571428,"Cestum veneris, up to 1.5 meters long",unknown,0.7142857142857143,0.0,0.7142857142857143,1,"Cestum veneris, up to 1.5 meters long.",The passage does not provide information about ctenophore larvae.
squad,129,What is the largest ctenophore?,Whatt is the largest ctenoophore?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",char_repetition,0.05,5,11,2.2,0.2727272727272727,0.0,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,WWhatt is thee largest ctenoophoore?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",char_repetition,0.15,5,13,2.6,0.3076923076923077,0.1538461538461538,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,WWhatt iis thhee largest cttenoopphorre?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",char_repetition,0.3,5,17,3.4,0.2941176470588235,0.3529411764705882,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,Wha is the largest ctenphore?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",char_deletion,0.05,5,10,2.0,0.3,0.0,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,ha is th largest ctenphre?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",char_deletion,0.15,5,9,1.8,0.2222222222222222,0.2222222222222222,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,ha s t largest cenhoe?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",char_deletion,0.3,5,9,1.8,0.5555555555555556,0.2222222222222222,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,W hat is the largest ctenophore?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",intra_word_whitespace,0.05,6,10,1.6666666666666667,0.3,0.0,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,W hat is the largest ctenophore?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",intra_word_whitespace,0.15,6,10,1.6666666666666667,0.3,0.0,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,Wha t is the largest cteno phore?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",intra_word_whitespace,0.3,7,12,1.7142857142857142,0.4166666666666667,0.1666666666666666,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,WhaT is the largest ctenOphore?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",random_case_flip,0.05,5,12,2.4,0.4166666666666667,0.0833333333333333,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,whaT is thE largest ctenOphOre?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",random_case_flip,0.15,5,14,2.8,0.5,0.2857142857142857,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,129,What is the largest ctenophore?,whaT Is tHE largest cTenOPhoRe?,"[""Cestum veneris"", ""Cestum veneris"", ""up to 1.5 meters (4.9 ft) long""]",random_case_flip,0.3,5,13,2.6,0.3846153846153846,0.5384615384615384,"Cestum veneris, up to 1.5 meters long","Cestum veneris, up to 1.5 meters long",0.7142857142857143,0.7142857142857143,0.0,0,"Cestum veneris, up to 1.5 meters long.","Cestum veneris, up to 1.5 meters long."
squad,131,Which company owns ABC?,Whixh company owns ABC?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",keyboard_proximity,0.05,4,7,1.75,0.2857142857142857,0.1428571428571428,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
squad,131,Which company owns ABC?,Ehidh comoany owns ABC?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",keyboard_proximity,0.15,4,8,2.0,0.375,0.25,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
squad,131,Which company owns ABC?,Dhuxh cokoant owns ABV?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",keyboard_proximity,0.3,4,11,2.75,0.5454545454545454,0.3636363636363636,The Walt Disney Company,The Walt Disney Company owns ABC,1.0,0.7499999999999999,0.2500000000000001,1,The Walt Disney Company,The Walt Disney Company owns ABC.
squad,131,Which company owns ABC?,Which company owns @BC?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",homoglyph,0.05,4,6,1.5,0.3333333333333333,0.3333333333333333,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
squad,131,Which company owns ABC?,Wh1ch company owns @6C?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",homoglyph,0.15,4,9,2.25,0.5555555555555556,0.1111111111111111,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
squad,131,Which company owns ABC?,Wh1ch c0mp@ny 0wn5 @6C?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",homoglyph,0.3,4,16,4.0,0.625,0.3125,The Walt Disney Company,"Universal, Warner Brothers, and Sony",1.0,0.0,1.0,1,The Walt Disney Company,"Universal, Warner Brothers, and Sony"
squad,131,Which company owns ABC?,Whicch company owns ABC?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",char_repetition,0.05,4,7,1.75,0.1428571428571428,0.0,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
squad,131,Which company owns ABC?,WWhicch comppany owns ABC?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",char_repetition,0.15,4,10,2.5,0.2,0.3,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
squad,131,Which company owns ABC?,WWhiicch commppanyy owns ABCC?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",char_repetition,0.3,4,13,3.25,0.3076923076923077,0.3076923076923077,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
squad,131,Which company owns ABC?,Whih company owns ABC?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",char_deletion,0.05,4,6,1.5,0.1666666666666666,0.1666666666666666,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
squad,131,Which company owns ABC?,hih comany owns ABC?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",char_deletion,0.15,4,7,1.75,0.2857142857142857,0.4285714285714285,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
squad,131,Which company owns ABC?,hh coan owns AB?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",char_deletion,0.3,4,7,1.75,0.4285714285714285,0.2857142857142857,The Walt Disney Company,"Yes, The Walt Disney Company owns ABC",1.0,0.6666666666666666,0.3333333333333333,1,The Walt Disney Company,"Yes, The Walt Disney Company owns ABC."
squad,131,Which company owns ABC?,W hich company owns ABC?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",intra_word_whitespace,0.05,5,7,1.4,0.4285714285714285,0.1428571428571428,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
squad,131,Which company owns ABC?,W hich company owns ABC?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",intra_word_whitespace,0.15,5,7,1.4,0.4285714285714285,0.1428571428571428,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
squad,131,Which company owns ABC?,W hich company owns ABC?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",intra_word_whitespace,0.3,5,7,1.4,0.4285714285714285,0.1428571428571428,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
squad,131,Which company owns ABC?,WhiCh company owns ABC?,"[""The Walt Disney Company"", ""The Walt Disney Company"", ""The Walt Disney Company""]",random_case_flip,0.05,4,7,1.75,0.2857142857142857,0.1428571428571428,The Walt Disney Company,The Walt Disney Company,1.0,1.0,0.0,0,The Walt Disney Company,The Walt Disney Company
